restaurant,comment
Green China Grill,First time here and very impressed with the menu.  They make handmade noodles in front of your eyes.  I will definitely try their beef hotpot next time.
Green China Grill,thank you ana !
Green China Grill,"It's one of the best northwestern Chinese noodle place, my family goes there when we visit SD area. The popular dishes are yummy and will keep you coming back for more"
Green China Grill,thank you so much.
Green China Grill,"The first time I went to this restaurant was 4 days ago and I'm back already! They have many different types of hand pulled noodles made fresh (you can even see them making it behind the counter). I've also had the spicy chili oil noodles, beef/sour cabbage pancakes, and lamb skewers. I've found the food here to be authentic and comforting! Their service is very good and staff are super attentive. When I returned the second time, they even remembered me and gave me a free tea egg. This is a place I would bring my Chinese parents when they visit San Diego!"
Green China Grill,"My wife and I tried this place today. Upon walking in, we were greeted by whom we assumed was the manager. Unfortunately, we didn't get his name, but he was a real nice guy. Super friendly. We were seated right away. We ordered the braised beef noodles and the beef pancake to share. The noodles are handmade. You can literally see the lady making them. They were cooked perfectly. You could taste how fresh they were. Broth was flavorful and delicious. The beef pancake was soo good. The recent harsh reviews seem personal. I don't know what's going on there. Yes, they were a little busy, but we had a great experience all around. We definitely will be returning. To the management....  just know haters will hate. That's what they do. Keep doing what you do. Thank you for a great Sunday lunch."
Green China Grill,"thank you so very much, John. your kind words means the world to me. come back anytime."
Green China Grill,"Gorgeous hand pulled noodles, rich soups replete with a clean, nourishing flavor, and a friendly staff. My favorite!"
Green China Grill,"The inside is nice and bright. Just dined here tonight, was our first time. Service is excellent, staff is attentive friendly, and courteous. Team worked well together. We had the 3 combo appetizers: dried tofu, seaweed, and cucumbers, slightly a bit sweet for our taste, but still able to eat it all, wasn't too terrible. Next we had two types of soups: sour cabbage beef noodle soup and braised beef noodle, both were very good and easy to eat. We had two different noodles, sliced noodles and hand pulled (skinny round), and Interestingly, the skinnier round noodle was definitely more firm, and had more texture.We also had the sirloin skewers, got 4 of them, reasonable serving size for the price. Taste and flavor were satisfying. Parking is a little hard, just like anywhere else on Convoy. Accepts cash, credit cards and Venmo payments."
Green China Grill,"Wandered in here with a friend today and was surprised to find some of the best Chinese noodles in town. We ordered two noodle dishes: one was a sirloin noodle soup and the other was a cold sesame noodle dish, served with crunchy julienned cucumbers (excellent on a hot summer day). The noodles were prepared by hand by the chef, who we could see pulling and separating the dough through a glass window, and they turned out to be wonderfully long and chewy -- perfect in texture and so fresh! On top of this, the staff were all very nice and welcoming to us and my dog. The interior, recently redone, was clean and welcoming. Their house-made chili oil was really good.Overall the food we tried seemed to be great value: fresh, authentic, and relatively healthy compared to some of the other Chinese food options in the area.Highly recommend and will be coming back soon!"
